path,lines,expected_lines,status
results/task_a/vllm/raw_outputs/Qwen3-0.6B_non_thinking_swap_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-0.6B_non_thinking_test_few_shot_8_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-0.6B_non_thinking_test_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-0.6B_thinking_swap_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-0.6B_thinking_test_few_shot_8_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-0.6B_thinking_test_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-1.7B_non_thinking_swap_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-1.7B_non_thinking_test_few_shot_8_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-1.7B_non_thinking_test_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-1.7B_non_thinking_test_zero_shot_self_consistency_k5_raw_outputs.jsonl,15000,15000,ok
results/task_a/vllm/raw_outputs/Qwen3-1.7B_thinking_swap_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-1.7B_thinking_test_few_shot_8_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3-1.7B_thinking_test_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-0.8B_non_thinking_swap_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-0.8B_non_thinking_test_few_shot_8_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-0.8B_non_thinking_test_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-0.8B_thinking_swap_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-0.8B_thinking_test_few_shot_8_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-0.8B_thinking_test_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-2B_non_thinking_swap_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-2B_non_thinking_test_few_shot_8_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-2B_non_thinking_test_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-2B_non_thinking_test_zero_shot_self_consistency_k5_raw_outputs.jsonl,15000,15000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-2B_thinking_swap_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-2B_thinking_test_few_shot_8_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/raw_outputs/Qwen3.5-2B_thinking_test_raw_outputs.jsonl,3000,3000,ok
results/task_a/vllm/predictions/Qwen3-0.6B_non_thinking_swap_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-0.6B_non_thinking_test_few_shot_8_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-0.6B_non_thinking_test_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-0.6B_thinking_swap_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-0.6B_thinking_test_few_shot_8_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-0.6B_thinking_test_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-1.7B_non_thinking_swap_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-1.7B_non_thinking_test_few_shot_8_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-1.7B_non_thinking_test_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-1.7B_non_thinking_test_zero_shot_self_consistency_k5_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-1.7B_non_thinking_test_zero_shot_self_consistency_k5_samples.csv,15001,15001,ok
results/task_a/vllm/predictions/Qwen3-1.7B_thinking_swap_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-1.7B_thinking_test_few_shot_8_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3-1.7B_thinking_test_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-0.8B_non_thinking_swap_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-0.8B_non_thinking_test_few_shot_8_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-0.8B_non_thinking_test_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-0.8B_thinking_swap_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-0.8B_thinking_test_few_shot_8_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-0.8B_thinking_test_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-2B_non_thinking_swap_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-2B_non_thinking_test_few_shot_8_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-2B_non_thinking_test_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-2B_non_thinking_test_zero_shot_self_consistency_k5_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-2B_non_thinking_test_zero_shot_self_consistency_k5_samples.csv,15001,15001,ok
results/task_a/vllm/predictions/Qwen3.5-2B_thinking_swap_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-2B_thinking_test_few_shot_8_predictions.csv,3001,3001,ok
results/task_a/vllm/predictions/Qwen3.5-2B_thinking_test_predictions.csv,3001,3001,ok
results/task_a/vllm/metrics/Qwen3-0.6B_non_thinking_order_metrics.csv,4,,ok
results/task_a/vllm/metrics/Qwen3-0.6B_non_thinking_swap_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-0.6B_non_thinking_test_few_shot_8_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-0.6B_non_thinking_test_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-0.6B_thinking_order_metrics.csv,4,,ok
results/task_a/vllm/metrics/Qwen3-0.6B_thinking_swap_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-0.6B_thinking_test_few_shot_8_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-0.6B_thinking_test_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-1.7B_non_thinking_order_metrics.csv,4,,ok
results/task_a/vllm/metrics/Qwen3-1.7B_non_thinking_swap_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-1.7B_non_thinking_test_few_shot_8_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-1.7B_non_thinking_test_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-1.7B_non_thinking_test_zero_shot_self_consistency_k5_metrics.csv,8,,ok
results/task_a/vllm/metrics/Qwen3-1.7B_thinking_order_metrics.csv,4,,ok
results/task_a/vllm/metrics/Qwen3-1.7B_thinking_swap_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-1.7B_thinking_test_few_shot_8_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3-1.7B_thinking_test_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-0.8B_non_thinking_order_metrics.csv,4,,ok
results/task_a/vllm/metrics/Qwen3.5-0.8B_non_thinking_swap_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-0.8B_non_thinking_test_few_shot_8_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-0.8B_non_thinking_test_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-0.8B_thinking_order_metrics.csv,4,,ok
results/task_a/vllm/metrics/Qwen3.5-0.8B_thinking_swap_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-0.8B_thinking_test_few_shot_8_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-0.8B_thinking_test_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-2B_non_thinking_order_metrics.csv,4,,ok
results/task_a/vllm/metrics/Qwen3.5-2B_non_thinking_swap_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-2B_non_thinking_test_few_shot_8_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-2B_non_thinking_test_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-2B_non_thinking_test_zero_shot_self_consistency_k5_metrics.csv,8,,ok
results/task_a/vllm/metrics/Qwen3.5-2B_thinking_order_metrics.csv,4,,ok
results/task_a/vllm/metrics/Qwen3.5-2B_thinking_swap_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-2B_thinking_test_few_shot_8_metrics.csv,5,,ok
results/task_a/vllm/metrics/Qwen3.5-2B_thinking_test_metrics.csv,5,,ok
