step,train_loss,train_loss_timestamp,train_action_l1,train_action_l1_timestamp,eval_action_l1,eval_action_l1_timestamp,lr,lr_timestamp
50,1.8562400341033936,1781282729000.0,0.2271337062120437,1781282729000.0,,,0.0001,1781282729000.0
100,1.1255476474761963,1781282743000.0,0.1987303346395492,1781282743000.0,,,0.0001,1781282743000.0
150,0.753721296787262,1781282758000.0,0.186551883816719,1781282758000.0,,,0.0001,1781282758000.0
200,0.4969574213027954,1781282772000.0,0.1667085438966751,1781282772000.0,,,0.0001,1781282772000.0
250,0.3649409711360931,1781282787000.0,0.1593872606754303,1781282787000.0,,,0.0001,1781282787000.0
300,0.2915322780609131,1781282801000.0,0.1594444811344146,1781282801000.0,,,0.0001,1781282801000.0
350,0.2629011273384094,1781282815000.0,0.1501726508140564,1781282815000.0,,,0.0001,1781282815000.0
400,0.2236487567424774,1781282829000.0,0.1560876369476318,1781282829000.0,,,0.0001,1781282829000.0
450,0.2049786299467086,1781282844000.0,0.135666161775589,1781282844000.0,,,0.0001,1781282844000.0
500,0.1962578743696212,1781282859000.0,0.147160530090332,1781282859000.0,,,0.0001,1781282859000.0
550,0.1638917028903961,1781282873000.0,0.1298676282167434,1781282873000.0,,,0.0001,1781282873000.0
600,0.1702392846345901,1781282887000.0,0.1401920020580291,1781282887000.0,,,0.0001,1781282887000.0
650,0.1588751226663589,1781282901000.0,0.1280329227447509,1781282901000.0,,,0.0001,1781282901000.0
700,0.1396873444318771,1781282916000.0,0.1177600622177124,1781282916000.0,,,0.0001,1781282916000.0
717,,,,,0.173181727528572,1781283129000.0,,
750,0.157148540019989,1781283140000.0,0.1376431584358215,1781283140000.0,,,0.0001,1781283140000.0
800,0.1750414818525314,1781283154000.0,0.1593841761350631,1781283154000.0,,,0.0001,1781283154000.0
850,0.1481260061264038,1781283168000.0,0.1343445628881454,1781283168000.0,,,0.0001,1781283168000.0
900,0.1430055648088455,1781283183000.0,0.1332667469978332,1781283183000.0,,,0.0001,1781283183000.0
950,0.1168848276138305,1781283197000.0,0.1099872961640358,1781283197000.0,,,0.0001,1781283197000.0
1000,0.1159731373190879,1781283212000.0,0.1038503423333168,1781283212000.0,,,0.0001,1781283212000.0
1050,0.1369888335466385,1781283226000.0,0.1304641664028167,1781283226000.0,,,0.0001,1781283226000.0
1100,0.1236229836940765,1781283242000.0,0.1190304160118103,1781283242000.0,,,0.0001,1781283242000.0
1150,0.1186570525169372,1781283257000.0,0.1109034717082977,1781283257000.0,,,0.0001,1781283257000.0
1200,0.1060659885406494,1781283271000.0,0.100708819925785,1781283271000.0,,,0.0001,1781283271000.0
1250,0.1210898607969284,1781283285000.0,0.115855798125267,1781283285000.0,,,0.0001,1781283285000.0
1300,0.1265915036201477,1781283301000.0,0.1220074966549873,1781283301000.0,,,0.0001,1781283301000.0
1350,0.1321306377649307,1781283315000.0,0.1246527507901191,1781283315000.0,,,0.0001,1781283315000.0
1400,0.1176134049892425,1781283329000.0,0.111108087003231,1781283329000.0,,,0.0001,1781283329000.0
1434,,,,,0.1803190261125564,1781283547000.0,,
1450,0.122669979929924,1781283554000.0,0.1168499737977981,1781283554000.0,,,0.0001,1781283554000.0
1500,0.1078002825379371,1781283569000.0,0.1030169427394867,1781283569000.0,,,0.0001,1781283569000.0
1550,0.1204432696104049,1781283583000.0,0.1091820076107978,1781283583000.0,,,0.0001,1781283583000.0
1600,0.1169386282563209,1781283596000.0,0.1106576025485992,1781283596000.0,,,0.0001,1781283596000.0
1650,0.1075510159134864,1781283610000.0,0.1038347110152244,1781283610000.0,,,0.0001,1781283610000.0
1700,0.1079736053943634,1781283625000.0,0.1043872386217117,1781283625000.0,,,0.0001,1781283625000.0
1750,0.1108318865299224,1781283638000.0,0.1058869063854217,1781283638000.0,,,0.0001,1781283638000.0
1800,0.1072171479463577,1781283652000.0,0.10210070759058,1781283652000.0,,,0.0001,1781283652000.0
1850,0.1099710315465927,1781283666000.0,0.105491504073143,1781283666000.0,,,0.0001,1781283666000.0
1900,0.1050660461187362,1781283680000.0,0.1023819893598556,1781283680000.0,,,0.0001,1781283680000.0
1950,0.1013599559664726,1781283694000.0,0.0982474237680435,1781283694000.0,,,0.0001,1781283694000.0
2000,0.0945524051785469,1781283707000.0,0.092653326690197,1781283707000.0,,,0.0001,1781283707000.0
2050,0.1036537140607834,1781283721000.0,0.1004900261759758,1781283721000.0,,,0.0001,1781283721000.0
2100,0.1074315756559372,1781283736000.0,0.1036231890320778,1781283736000.0,,,0.0001,1781283736000.0
2150,0.1013460680842399,1781283749000.0,0.0988656133413314,1781283749000.0,,,0.0001,1781283749000.0
2151,,,,,0.1929291784763336,1781283956000.0,,
2200,0.096102625131607,1781283973000.0,0.0915862843394279,1781283973000.0,,,0.0001,1781283973000.0
2250,0.1026418879628181,1781283987000.0,0.0981923192739486,1781283987000.0,,,0.0001,1781283987000.0
2300,0.1000985279679298,1781284000000.0,0.0962915271520614,1781284000000.0,,,0.0001,1781284000000.0
2350,0.0797704681754112,1781284012000.0,0.0780980512499809,1781284012000.0,,,0.0001,1781284012000.0
2400,0.0907271206378936,1781284027000.0,0.0870215743780136,1781284027000.0,,,0.0001,1781284027000.0
2450,0.1095516383647918,1781284040000.0,0.1075427904725074,1781284040000.0,,,0.0001,1781284040000.0
2500,0.1011464148759842,1781284054000.0,0.0977639630436897,1781284054000.0,,,0.0001,1781284054000.0
2550,0.087906613945961,1781284068000.0,0.0855128094553947,1781284068000.0,,,0.0001,1781284068000.0
2600,0.0847139582037925,1781284082000.0,0.0784170404076576,1781284082000.0,,,0.0001,1781284082000.0
2650,0.0864306539297103,1781284096000.0,0.0828458294272422,1781284096000.0,,,0.0001,1781284096000.0
2700,0.0878692492842674,1781284109000.0,0.0839838311076164,1781284109000.0,,,0.0001,1781284109000.0
2750,0.0845035389065742,1781284124000.0,0.0819582194089889,1781284124000.0,,,0.0001,1781284124000.0
2800,0.0886852070689201,1781284137000.0,0.087395928800106,1781284137000.0,,,0.0001,1781284137000.0
2850,0.0899224728345871,1781284150000.0,0.0871934965252876,1781284150000.0,,,0.0001,1781284150000.0
2868,,,,,0.1914263218641281,1781284361000.0,,
2900,0.0860640630125999,1781284373000.0,0.0823549926280975,1781284373000.0,,,0.0001,1781284373000.0
2950,0.0882456004619598,1781284387000.0,0.0850454643368721,1781284387000.0,,,0.0001,1781284387000.0
3000,0.0785917416214943,1781284401000.0,0.0767184495925903,1781284401000.0,,,0.0001,1781284401000.0
3050,0.092648759484291,1781284415000.0,0.0897259563207626,1781284415000.0,,,0.0001,1781284415000.0
3100,0.0868521258234977,1781284428000.0,0.0847309455275535,1781284428000.0,,,0.0001,1781284428000.0
3150,0.0858817622065544,1781284441000.0,0.0831674709916114,1781284441000.0,,,0.0001,1781284441000.0
3200,0.0802150666713714,1781284455000.0,0.0771529302000999,1781284455000.0,,,0.0001,1781284455000.0
3250,0.0824969708919525,1781284468000.0,0.0796953067183494,1781284468000.0,,,0.0001,1781284468000.0
3300,0.0841240286827087,1781284482000.0,0.0813801810145378,1781284482000.0,,,0.0001,1781284482000.0
3350,0.0793686360120773,1781284495000.0,0.0772937983274459,1781284495000.0,,,0.0001,1781284495000.0
3400,0.0844362750649452,1781284509000.0,0.0822232142090797,1781284509000.0,,,0.0001,1781284509000.0
3450,0.0865196138620376,1781284523000.0,0.0833864286541938,1781284523000.0,,,0.0001,1781284523000.0
3500,0.0832166820764541,1781284537000.0,0.0819680243730545,1781284537000.0,,,0.0001,1781284537000.0
3550,0.08713049441576,1781284551000.0,0.0848505273461341,1781284551000.0,,,0.0001,1781284551000.0
3585,,,,,0.1960196793079376,1781284767000.0,,
3600,0.0791654139757156,1781284775000.0,0.0759298801422119,1781284775000.0,,,0.0001,1781284775000.0
3650,0.0746805295348167,1781284789000.0,0.0723957270383834,1781284789000.0,,,0.0001,1781284789000.0
3700,0.0812940970063209,1781284802000.0,0.0791671127080917,1781284802000.0,,,0.0001,1781284802000.0
3750,0.0734081864356994,1781284815000.0,0.0708492696285247,1781284815000.0,,,0.0001,1781284815000.0
3800,0.0781386569142341,1781284829000.0,0.0764941573143005,1781284829000.0,,,0.0001,1781284829000.0
3850,0.0761433616280555,1781284843000.0,0.0737666934728622,1781284843000.0,,,0.0001,1781284843000.0
3900,0.0803946778178215,1781284856000.0,0.0779020115733146,1781284856000.0,,,0.0001,1781284856000.0
3950,0.0739096999168396,1781284870000.0,0.0712317451834678,1781284870000.0,,,0.0001,1781284870000.0
4000,0.0750668048858642,1781284883000.0,0.0722052082419395,1781284883000.0,,,0.0001,1781284883000.0
4050,0.071563646197319,1781284896000.0,0.0687453597784042,1781284896000.0,,,0.0001,1781284896000.0
4100,0.0670930966734886,1781284909000.0,0.0647239387035369,1781284909000.0,,,0.0001,1781284909000.0
4150,0.0745442360639572,1781284924000.0,0.0723703354597091,1781284924000.0,,,0.0001,1781284924000.0
4200,0.0737534910440445,1781284937000.0,0.0708921402692794,1781284937000.0,,,0.0001,1781284937000.0
4250,0.0678578093647956,1781284950000.0,0.0663471445441246,1781284950000.0,,,0.0001,1781284950000.0
4300,0.0729279816150665,1781284965000.0,0.0711627006530761,1781284965000.0,,,0.0001,1781284965000.0
4302,,,,,0.1997201591730117,1781285173000.0,,
4350,0.0713029205799102,1781285189000.0,0.0691825747489929,1781285189000.0,,,0.0001,1781285189000.0
4400,0.0701631903648376,1781285204000.0,0.0687796846032142,1781285204000.0,,,0.0001,1781285204000.0
4450,0.0713653415441513,1781285217000.0,0.0701852440834045,1781285217000.0,,,0.0001,1781285217000.0
4500,0.0731502175331115,1781285230000.0,0.068424567580223,1781285230000.0,,,0.0001,1781285230000.0
4550,0.0772761031985282,1781285244000.0,0.0746073424816131,1781285244000.0,,,0.0001,1781285244000.0
4600,0.0725763216614723,1781285258000.0,0.0693297684192657,1781285258000.0,,,0.0001,1781285258000.0
4650,0.0737028792500495,1781285272000.0,0.0727044939994812,1781285272000.0,,,0.0001,1781285272000.0
4700,0.0735564082860946,1781285285000.0,0.0706603676080703,1781285285000.0,,,0.0001,1781285285000.0
4750,0.0668998658657074,1781285298000.0,0.0637848302721977,1781285298000.0,,,0.0001,1781285298000.0
4800,0.0712840855121612,1781285312000.0,0.0676338598132133,1781285312000.0,,,0.0001,1781285312000.0
4850,0.0663558840751648,1781285327000.0,0.0623110122978687,1781285327000.0,,,0.0001,1781285327000.0
4900,0.0600714161992073,1781285340000.0,0.0584917180240154,1781285340000.0,,,0.0001,1781285340000.0
4950,0.0681492835283279,1781285355000.0,0.0641890466213226,1781285355000.0,,,0.0001,1781285355000.0
5000,0.0705779790878295,1781285368000.0,0.0670874267816543,1781285368000.0,,,0.0001,1781285368000.0
5019,,,,,0.1941468864679336,1781285582000.0,,
5050,0.0646834671497345,1781285594000.0,0.0622813701629638,1781285594000.0,,,0.0001,1781285594000.0
5100,0.0631194412708282,1781285609000.0,0.061297733336687,1781285609000.0,,,0.0001,1781285609000.0
5150,0.0735752210021019,1781285622000.0,0.0684051811695098,1781285622000.0,,,0.0001,1781285622000.0
5200,0.0705763548612594,1781285637000.0,0.0674182698130607,1781285637000.0,,,0.0001,1781285637000.0
5250,0.0734138861298561,1781285650000.0,0.066880777478218,1781285650000.0,,,0.0001,1781285650000.0
5300,0.0645254999399185,1781285665000.0,0.0618606060743331,1781285665000.0,,,0.0001,1781285665000.0
5350,0.0645957365632057,1781285679000.0,0.061990950256586,1781285679000.0,,,0.0001,1781285679000.0
5400,0.0674060583114624,1781285695000.0,0.0648663192987442,1781285695000.0,,,0.0001,1781285695000.0
5450,0.0654054954648017,1781285708000.0,0.0629174783825874,1781285708000.0,,,0.0001,1781285708000.0
5500,0.0682855099439621,1781285721000.0,0.0661263912916183,1781285721000.0,,,0.0001,1781285721000.0
5550,0.0706464350223541,1781285735000.0,0.0684801638126373,1781285735000.0,,,0.0001,1781285735000.0
5600,0.0676665604114532,1781285750000.0,0.0656522810459137,1781285750000.0,,,0.0001,1781285750000.0
5650,0.0662032961845398,1781285763000.0,0.0647648125886917,1781285763000.0,,,0.0001,1781285763000.0
5700,0.0743323042988777,1781285776000.0,0.0721546784043312,1781285776000.0,,,0.0001,1781285776000.0
5736,,,,,0.1886211633682251,1781285996000.0,,
